"Kopi","5","Bahasa Batak Toba","Sumatera Utara"
"korosi","5","Bahasa Batak Toba","Sumatera Utara"
"krisis","5","Bahasa Batak Toba","Sumatera Utara"
"kristen","5","Bahasa Batak Toba","Sumatera Utara"
"kritik","5","Bahasa Batak Toba","Sumatera Utara"
"kritis","5","Bahasa Batak Toba","Sumatera Utara"
"kuasa","5","Bahasa Batak Toba","Sumatera Utara"
"kuatir","5","Bahasa Batak Toba","Sumatera Utara"
"kucing","5","Bahasa Batak Toba","Sumatera Utara"
"kuda","5","Bahasa Batak Toba","Sumatera Utara"
"kudeta","5","Bahasa Batak Toba","Sumatera Utara"
"kue","5","Bahasa Batak Toba","Sumatera Utara"
"kukuh","5","Bahasa Batak Toba","Sumatera Utara"
"kulum","5","Bahasa Batak Toba","Sumatera Utara"
"kumpul","5","Bahasa Batak Toba","Sumatera Utara"
"kumur","5","Bahasa Batak Toba","Sumatera Utara"
"kunang-kunang","5","Bahasa Batak Toba","Sumatera Utara"
"kunci","5","Bahasa Batak Toba","Sumatera Utara"
"kuning","5","Bahasa Batak Toba","Sumatera Utara"
"Kunyit","5","Bahasa Batak Toba","Sumatera Utara"
"kura-kura","5","Bahasa Batak Toba","Sumatera Utara"
"kurang","5","Bahasa Batak Toba","Sumatera Utara"
"kurus","5","Bahasa Batak Toba","Sumatera Utara"
"kusut","5","Bahasa Batak Toba","Sumatera Utara"
"laba-laba","5","Bahasa Batak Toba","Sumatera Utara"
"lagu","5","Bahasa Batak Toba","Sumatera Utara"
"lagunya","5","Bahasa Batak Toba","Sumatera Utara"
"lahan","5","Bahasa Batak Toba","Sumatera Utara"
"lahannya","5","Bahasa Batak Toba","Sumatera Utara"
"lahir","5","Bahasa Batak Toba","Sumatera Utara"
"lain","5","Bahasa Batak Toba","Sumatera Utara"
"lainnya","5","Bahasa Batak Toba","Sumatera Utara"
"laksamana","5","Bahasa Batak Toba","Sumatera Utara"
"laku","5","Bahasa Batak Toba","Sumatera Utara"
"lakukan","5","Bahasa Batak Toba","Sumatera Utara"
"lalu","5","Bahasa Batak Toba","Sumatera Utara"
"lalu lintas","5","Bahasa Batak Toba","Sumatera Utara"
"lama","5","Bahasa Batak Toba","Sumatera Utara"
"lancip","5","Bahasa Batak Toba","Sumatera Utara"
"langganan","5","Bahasa Batak Toba","Sumatera Utara"
"langit","5","Bahasa Batak Toba","Sumatera Utara"
"langka","5","Bahasa Batak Toba","Sumatera Utara"
"langkah","5","Bahasa Batak Toba","Sumatera Utara"
"langkahi","5","Bahasa Batak Toba","Sumatera Utara"
"lanjut","5","Bahasa Batak Toba","Sumatera Utara"
"lanjutnya","5","Bahasa Batak Toba","Sumatera Utara"
"lari","5","Bahasa Batak Toba","Sumatera Utara"
"laron","5","Bahasa Batak Toba","Sumatera Utara"
"latar","5","Bahasa Batak Toba","Sumatera Utara"
"layak","5","Bahasa Batak Toba","Sumatera Utara"
"lebah","5","Bahasa Batak Toba","Sumatera Utara"
